sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
1.517;78;;200rounds;Yes;No;2;0.62663;0.89981;0.10518;0.16079;1.52643;Agent30@0;AgentGG@1;0.6266293273960309;0.8998050115346005;0.6266293273960309;0.8998050115346005;0.4985758280255631;0.8948637781804314;party1_utility_u1000_c001.xml;party2_utility_u1000_c001.xml
